altura,6tado,idade,peso,sexo,renda,tempo_carteira_assinada,estado_civil,score
1.53,4,70,54,0,1469,11,2,421
1.94,1,27,107,1,4775,26,2,687
1.89,7,20,98,1,1468,58,2,655
1.55,25,51,90,0,1581,4,3,471
1.63,12,52,59,1,1531,20,1,692
1.98,14,45,56,1,2313,52,3,279
1.6,9,21,78,1,5815,56,2,154
1.62,10,50,48,0,1572,10,1,439
1.91,1,49,93,1,2167,37,0,475
1.77,0,28,84,0,1698,4,3,407
1.53,10,47,73,0,1765,55,2,430
1.7,26,28,91,1,1592,50,2,6
1.99,26,23,51,1,1212,35,1,410
2,15,75,50,1,2869,24,3,710
1.97,2,34,55,1,1250,44,0,395
1.94,13,57,94,1,4820,24,0,310
1.92,18,22,57,1,2105,1,3,890
1.93,13,64,110,1,2008,13,1,122
1.76,25,61,102,1,1778,52,1,626
1.71,26,58,61,0,2069,30,1,730
1.98,3,41,57,1,1734,58,3,692
1.67,12,64,87,0,975,36,1,774
1.98,12,23,82,1,2255,14,0,118
1.85,14,28,80,0,1627,12,0,534
1.96,3,37,62,1,1389,53,0,422
1.79,11,36,61,0,1241,19,2,53
1.94,5,34,55,1,2201,9,2,394
1.51,21,55,82,0,1707,29,0,297
1.6,12,38,54,0,1423,21,2,375
1.52,9,36,75,0,1644,56,1,455
1.56,23,70,85,0,1404,14,3,543
1.98,6,57,54,1,3337,3,3,396
1.78,17,49,51,1,1318,27,0,748
1.62,0,72,59,0,6992,38,3,378
1.64,24,56,60,0,1276,11,2,528
1.62,15,32,52,1,8044,18,0,819
1.74,14,30,62,0,1460,30,0,516
1.8,13,63,72,0,3535,56,0,307
1.64,19,57,90,1,1618,28,0,835
1.72,1,29,72,1,1367,1,1,766
1.55,16,73,76,0,4606,21,3,370
1.72,15,51,65,1,2114,8,0,367
1.67,18,73,80,1,1385,56,0,284
1.79,18,54,65,0,1939,22,2,926
1.91,0,32,54,1,1264,20,2,297
1.65,2,53,85,0,1445,52,3,585
1.93,0,65,75,1,1762,15,0,617
1.6,22,61,52,1,3725,9,0,693
1.76,8,75,92,1,1674,5,1,487
1.72,6,57,89,1,2431,28,3,513
1.69,5,66,70,0,1216,48,3,905
1.57,20,67,75,0,1496,10,1,507
1.81,24,60,80,0,1102,34,1,533
1.9,11,78,59,1,1463,33,1,421
1.9,3,28,51,1,1566,26,2,22
1.83,20,62,54,0,1294,9,0,649
1.77,11,21,66,0,1477,22,0,656
1.68,10,36,74,0,2855,11,2,715
1.8,10,28,89,1,3276,46,0,353
1.91,1,30,101,1,1299,25,3,577
1.73,21,33,61,0,2103,50,2,247
1.98,18,79,106,1,1984,17,0,468
1.72,20,68,63,0,1008,31,1,389
1.52,9,22,49,0,4637,40,1,471
1.95,2,76,60,1,2094,44,0,809
1.84,2,19,87,0,1249,34,1,700
1.65,21,66,66,0,1151,31,1,320
1.64,13,43,76,0,1425,20,0,617
1.62,18,79,104,1,1085,21,2,282
1.56,20,51,56,0,1576,44,0,489
1.88,21,21,109,1,1497,51,0,273
1.66,19,36,48,0,1217,12,1,329
1.67,14,46,58,0,886,16,1,654
1.88,16,69,68,1,2324,5,2,709
1.67,3,26,63,0,2360,42,0,130
1.67,11,42,65,1,2295,40,2,377
1.96,24,79,93,1,1266,24,2,749
1.76,18,28,89,0,4892,29,3,947
1.99,19,80,62,1,1244,15,3,502
1.8,3,75,75,0,1694,14,0,272
1.66,26,56,69,0,1741,54,3,466
1.5,19,41,66,0,1444,52,0,577
1.66,13,34,88,1,3200,51,2,53
1.66,10,75,109,1,1632,18,0,702
1.66,25,42,51,0,1263,43,1,313
1.94,20,49,97,1,1461,20,0,379
1.6,26,65,49,0,1452,29,1,399
1.78,26,64,88,1,4721,50,1,642
1.75,16,27,59,1,2805,45,2,98
1.64,4,72,103,1,982,29,1,940
1.6,12,33,81,0,2019,18,2,297
1.63,17,31,78,1,3437,11,1,326
1.55,10,37,52,0,1122,16,1,490
1.66,12,41,101,1,1650,46,1,506
1.82,3,74,82,0,2786,32,3,69
1.83,6,40,61,0,1413,47,0,562
1.53,24,62,52,0,1663,25,2,146
1.64,25,55,73,1,1625,24,0,277
1.8,4,73,53,0,1377,54,3,592
1.62,10,73,58,0,1862,31,0,707
1.92,22,77,73,1,1661,56,0,509
1.6,16,24,61,0,2778,28,3,671
1.7,5,30,57,0,1776,18,0,455
1.5,7,36,73,0,918,13,0,68
1.77,26,27,51,1,1317,53,2,97
1.78,14,51,84,0,4649,31,3,420
1.59,5,80,87,0,1193,30,2,322
1.74,18,33,51,1,2044,18,3,427
1.67,0,21,69,1,1636,42,3,265
1.74,14,63,85,1,3359,29,2,646
1.55,15,77,66,0,2058,14,1,126
1.62,7,51,56,1,2241,45,3,307
1.79,23,56,66,1,1261,36,2,211
1.5,0,70,73,0,2103,24,2,430
1.51,25,73,53,0,2858,49,0,315
1.75,3,59,71,0,1015,46,3,382
1.66,15,21,54,1,2108,50,1,857
1.64,6,53,52,0,994,10,2,592
1.8,9,74,65,1,1308,38,2,850
1.83,16,77,82,0,1553,7,1,345
1.59,3,57,60,0,3243,2,1,654
1.55,0,69,58,0,3728,1,1,418
1.66,24,63,87,1,1489,4,2,625
1.94,4,22,79,1,4317,25,1,444
1.86,15,35,51,1,1617,24,1,689
1.89,19,59,74,1,1236,7,1,554
1.95,0,51,66,1,1434,53,0,366
1.53,0,52,87,0,3502,43,1,509
1.67,16,45,64,0,1015,5,1,637
1.62,26,38,84,0,2372,29,0,414
1.67,9,50,78,1,1922,47,1,464
1.89,7,69,81,1,2463,22,3,284
1.51,18,38,75,0,1128,51,2,48
1.54,2,22,78,0,1542,58,1,176
1.62,22,68,53,0,1593,23,0,489
1.81,16,33,48,0,2683,27,0,535
1.62,22,45,88,1,1308,3,1,698
1.51,21,51,62,0,1453,23,2,3
1.67,16,23,70,0,6080,33,1,689
1.81,19,42,55,0,3445,57,3,413
1.71,6,19,69,1,2154,9,1,490
1.8,5,51,60,0,1010,7,1,251
1.51,6,21,75,0,1786,1,0,491
1.63,23,44,58,1,1405,30,2,402
1.97,20,77,83,1,1954,55,3,616
1.59,7,40,63,0,1582,28,0,268
1.77,16,69,86,0,1504,4,1,259
1.95,3,19,87,1,2264,25,2,734
1.76,4,67,68,0,3397,26,1,633
1.83,21,43,90,0,1270,15,1,388
1.55,9,73,74,0,1561,1,0,98
1.73,6,19,108,1,1024,2,0,612
1.58,3,37,90,0,2128,3,0,559
1.56,22,21,88,0,1658,34,0,861
1.53,1,28,64,0,1777,49,2,680
1.68,0,60,62,0,1503,53,0,515
1.8,4,70,52,1,2722,27,1,626
1.66,4,39,52,1,5614,26,3,960
1.58,25,46,66,0,1773,51,0,164
1.66,2,67,102,1,934,26,2,547
1.94,22,61,57,1,1529,13,2,219
1.8,6,61,105,1,2958,20,0,217
1.82,19,29,56,0,1660,43,0,612
1.66,21,48,66,1,1612,2,2,408
1.99,19,24,62,1,3678,26,0,95
1.79,18,66,60,1,1574,57,1,862
1.91,11,27,65,1,1075,32,0,92
1.51,0,50,64,0,1845,52,1,368
1.69,7,34,103,1,1717,14,1,557
1.67,24,71,46,0,1584,19,0,370
1.72,15,64,83,0,1892,14,2,891
1.88,10,51,55,1,1469,21,1,295
1.94,17,72,85,1,2553,44,2,709
1.55,24,65,89,0,1799,54,0,290
1.63,13,59,90,0,1590,34,2,44
1.75,0,56,64,0,1323,8,2,365
2,9,54,108,1,1266,32,1,325
1.66,6,66,100,1,1756,44,2,24
1.76,23,39,84,0,1792,30,1,251
1.7,21,31,71,0,1567,25,0,645
1.59,22,26,53,0,2005,51,2,18
1.82,10,75,88,1,1716,55,0,569
1.6,14,66,78,1,1435,2,0,456
1.9,17,43,79,1,1673,34,1,350
1.65,8,70,92,1,2603,20,0,398
1.63,10,30,84,0,1610,3,3,942
1.86,10,58,58,1,1261,30,2,706
1.8,23,37,94,1,1321,55,3,939
1.7,18,46,66,1,2031,40,2,958
1.6,2,43,77,1,1142,43,1,771
1.64,13,41,90,1,1224,12,0,90
2,0,28,97,1,1158,41,3,319
1.85,2,46,51,1,1451,59,1,613
1.83,16,20,57,0,1546,20,2,625
1.54,15,31,81,0,2734,29,0,415
1.76,3,45,83,1,1435,15,0,570
1.87,14,65,62,1,3215,41,0,494
1.51,13,71,70,0,1092,47,3,501
1.62,8,62,47,0,1410,42,3,83
1.68,16,53,60,0,1120,13,2,726
1.82,11,43,58,0,2080,23,0,537
1.88,3,47,102,1,1367,3,2,419
2,10,36,64,1,2624,54,0,886
1.84,18,64,81,0,2038,53,0,254
1.88,26,67,53,1,2472,47,3,223
1.55,20,22,73,0,1344,35,2,912
1.71,12,22,86,1,1452,21,1,174
1.79,15,40,59,0,1598,36,1,248
1.81,9,48,82,1,1337,37,2,467
1.76,24,28,71,1,7518,16,3,698
1.6,20,31,74,0,2402,41,3,396
1.64,25,49,45,0,2972,33,0,94
1.85,14,69,110,1,1002,29,2,166
1.83,10,60,50,1,1136,48,2,239
1.69,9,37,45,0,1089,51,1,110
1.54,17,52,71,0,1484,14,2,422
1.96,11,50,74,1,1380,14,1,907
1.96,12,45,53,1,1322,15,0,632
1.81,5,29,73,0,1090,20,2,461
1.54,25,39,76,0,2105,27,2,694
1.81,16,69,97,1,1521,33,2,570
1.74,7,54,51,0,1529,10,1,697
1.8,0,34,83,1,1339,28,2,749
1.63,6,30,71,0,1438,9,0,673
1.82,20,31,60,0,3545,27,0,688
1.74,15,60,73,0,2034,46,2,494
1.59,14,47,72,0,1870,12,0,598
1.8,25,22,89,0,1250,21,0,200
1.78,23,39,66,0,1250,23,0,188
1.69,19,42,58,0,1332,1,1,581
1.5,13,66,86,0,1537,49,3,603
1.66,15,78,72,1,2036,5,0,496
1.79,13,40,88,0,1512,26,0,609
1.83,6,78,80,0,1302,46,0,279
1.84,1,59,63,1,3536,27,2,458
2,15,76,54,1,3371,53,0,388
1.79,12,41,67,0,4523,7,0,339
1.87,22,58,96,1,2006,42,3,89
1.79,25,55,73,0,2187,50,2,509
1.81,10,35,55,1,1872,37,3,699
1.91,0,80,61,1,1653,58,0,555
1.85,10,24,69,0,3697,25,2,353
1.67,2,78,84,1,1213,14,0,342
1.99,18,56,72,1,1361,25,0,410
1.68,16,31,82,1,1198,38,2,254
1.69,5,29,61,0,1401,6,1,722
1.63,22,51,61,1,1561,9,2,210
1.82,24,49,47,0,1574,2,2,461
1.67,1,72,79,1,1617,4,1,864
1.75,7,46,60,1,1092,39,3,977
1.7,14,60,80,1,1914,44,0,302
1.76,2,63,79,0,1632,41,1,283
1.89,14,21,65,1,1250,42,3,694
1.78,16,47,96,1,1522,10,2,939
1.62,9,26,56,1,1265,7,0,737
1.92,16,60,98,1,1377,12,0,74
1.67,19,75,89,0,1654,46,0,791
1.76,20,55,52,0,1939,51,1,457
1.87,5,71,100,1,1143,43,1,824
1.6,25,35,79,1,1050,12,2,436
1.87,25,59,84,1,1230,36,2,599
1.58,21,31,73,0,1110,45,3,372
1.65,3,75,58,1,1640,44,3,430
1.82,26,35,101,1,2118,48,1,375
1.63,4,24,54,0,1955,21,0,718
1.5,23,22,77,0,2353,4,0,461
1.73,9,78,107,1,1387,22,1,373
1.74,21,31,68,0,1612,48,0,216
1.91,13,72,97,1,1417,12,2,448
1.6,18,60,84,1,6594,20,0,700
1.93,12,67,63,1,2028,7,1,520
1.83,0,50,76,0,848,51,0,232
1.56,20,49,81,0,1148,9,1,671
1.54,13,23,50,0,1683,36,3,357
1.89,3,55,84,1,1663,59,2,912
1.69,1,25,84,1,1333,29,3,901
1.85,20,75,48,0,1193,2,0,481
1.88,23,45,104,1,1984,21,3,520
1.67,14,60,67,0,1199,28,2,730
1.64,25,21,77,0,1354,8,3,345
1.72,20,60,47,0,1570,52,0,778
1.81,1,74,53,1,1355,17,0,144
1.62,1,26,56,1,1042,43,0,292
1.65,3,40,66,1,2047,21,1,684
1.56,15,28,68,0,1090,57,2,891
1.74,11,51,76,0,1058,27,1,633
1.56,1,50,48,0,1086,19,1,502
1.63,12,80,94,1,1394,29,1,612
1.62,17,49,56,1,1321,19,2,465
1.7,18,64,75,1,4408,29,0,460
1.75,5,19,62,0,5168,39,0,259
1.58,8,74,47,0,1546,22,3,328
1.83,2,63,106,1,1204,55,0,289
1.91,14,43,89,1,1019,5,0,647
1.88,19,43,80,1,2073,53,2,949
1.56,1,45,83,0,1443,22,0,411
1.62,17,46,102,1,1633,36,2,434
1.5,0,23,78,0,1575,49,0,478
1.7,19,38,50,0,2030,29,2,416
1.65,23,60,56,0,1777,11,2,59
1.62,2,35,96,1,1140,1,1,560
1.9,1,26,87,1,1841,30,2,337
1.86,10,44,71,1,1559,46,3,519
1.51,21,33,70,0,2513,25,1,518
1.91,20,34,91,1,1386,36,1,631
1.85,10,26,51,0,2687,37,1,592
1.85,2,66,64,0,1688,12,0,721
1.97,10,53,106,1,1533,25,2,359
1.56,10,56,62,0,2283,50,0,598
1.97,12,34,56,1,3454,5,1,768
1.66,2,32,65,1,2069,55,1,462
1.88,25,77,72,1,2721,34,3,267
1.83,1,66,58,0,1397,17,3,34
1.77,0,24,69,1,4128,13,1,328
1.74,5,37,61,1,1646,42,2,699
1.6,7,44,52,1,1477,44,2,680
1.75,23,46,91,1,1312,19,0,672
1.81,9,47,80,0,3662,23,1,616
1.84,2,40,70,0,1310,18,0,270
1.92,1,68,63,1,2366,30,0,526
1.78,17,27,67,1,1274,15,0,317
1.62,3,80,79,0,1721,41,3,302
1.86,9,72,80,1,1263,34,2,448
1.66,9,31,62,1,1807,2,3,56
1.79,6,26,68,1,1823,41,2,12
1.67,25,57,52,1,1607,40,3,453
1.59,1,34,54,0,1521,7,0,646
1.68,26,49,90,1,2324,6,2,14
1.89,22,29,60,1,903,43,0,510
1.85,25,72,105,1,3324,42,0,429
1.85,12,20,47,0,1144,43,0,493
1.6,20,60,66,0,2275,29,2,493
1.51,19,50,79,0,1568,29,1,566
1.74,6,76,94,1,1347,16,0,424
1.73,21,22,67,1,1051,38,1,696
1.86,17,61,109,1,2838,8,2,637
1.73,14,66,89,0,2451,2,0,244
1.8,10,21,110,1,1214,52,2,320
1.69,2,43,45,0,1635,26,1,413
1.62,7,52,64,1,2337,10,0,311
1.6,18,51,69,0,1335,27,1,565
1.72,16,78,67,1,1032,38,0,765
1.54,3,26,89,0,1462,20,1,927
1.68,12,51,56,1,3273,27,1,562
1.56,12,58,70,0,1216,38,0,380
1.55,5,53,54,0,1237,41,1,461
1.63,15,60,80,0,1772,38,0,818
1.75,14,62,61,0,1642,29,0,388
2,0,61,57,1,2255,35,0,772
1.62,12,35,60,0,1158,56,3,257
1.71,20,20,69,1,1901,36,1,790
1.79,3,32,59,0,1199,8,1,392
1.81,11,43,57,1,1369,54,3,586
1.84,24,55,86,1,1407,58,0,499
1.72,16,60,75,1,2272,23,2,526
1.84,20,43,79,0,1196,53,1,312
1.65,6,78,61,0,1279,8,0,139
1.67,16,79,74,1,1522,43,3,495
1.72,6,56,61,0,1987,30,1,545
1.57,22,37,80,0,3288,31,1,542
1.53,10,39,58,0,1008,10,3,716
1.94,24,73,98,1,1198,16,0,316
1.73,26,24,72,0,1205,42,0,10
1.63,26,29,82,0,968,41,2,416
1.88,25,49,102,1,1039,28,2,880
1.65,8,67,77,0,1317,57,0,58
1.52,7,64,48,0,1243,8,0,682
1.69,24,20,59,0,1664,50,3,270
1.9,20,25,97,1,2332,54,1,853
1.54,7,19,48,0,2519,36,0,507
1.56,5,73,64,0,1022,43,2,737
1.53,18,55,68,0,1009,32,0,826
1.68,0,80,88,0,1359,13,1,304
1.76,13,47,47,0,3257,35,0,819
1.71,17,58,108,1,4234,31,0,644
1.79,3,49,89,0,1551,38,3,862
1.99,3,74,95,1,1215,30,0,636
1.79,10,67,55,1,1433,51,3,466
1.68,18,24,56,0,1625,14,0,517
1.71,11,77,88,1,1012,52,0,402
1.56,21,66,79,0,1391,52,2,656
1.86,2,35,105,1,2097,42,3,432
1.95,24,69,90,1,1867,37,0,406
1.67,10,49,88,0,5386,51,2,469
1.8,25,61,82,0,987,46,2,516
1.65,3,77,71,1,1396,8,1,598
1.5,15,39,87,0,1199,58,3,174
1.62,17,28,50,1,4070,2,1,548
1.64,10,61,76,1,1219,41,3,616
1.56,20,44,48,0,1227,23,1,571
1.95,1,31,69,1,1439,39,0,278
1.88,7,24,97,1,1597,49,3,974
1.67,11,40,99,1,1617,5,2,796
1.72,10,36,58,0,1957,7,1,323
1.52,9,24,56,0,1296,11,2,546
1.73,17,25,82,0,1496,8,1,415
1.72,13,57,60,1,2198,24,1,322
1.67,12,77,98,1,2769,27,2,396
1.6,11,78,47,0,1852,54,0,417
1.82,9,77,66,1,1162,24,0,524
1.76,5,77,51,1,1230,22,1,401
1.83,10,53,65,0,1018,9,0,541
1.77,10,58,46,0,1475,43,1,544
1.54,4,36,65,0,1582,11,1,609
1.75,16,53,72,0,1637,48,1,568
1.66,26,80,80,0,1238,27,3,189
1.51,11,79,69,0,2014,52,3,391
1.55,24,49,59,0,1614,5,1,550
1.75,12,43,68,1,1162,16,0,358
1.85,14,19,77,0,1295,33,2,335
1.75,20,52,45,0,1199,33,3,363
1.61,7,54,81,0,4712,28,3,314
1.97,18,55,50,1,1897,42,1,615
1.76,5,77,45,0,1536,42,0,600
1.71,11,48,53,0,1565,51,1,650
1.67,10,36,82,0,976,2,0,262
1.96,24,39,90,1,1866,36,1,423
1.87,4,62,51,1,1480,8,1,780
1.81,17,20,107,1,2814,32,0,512
1.64,6,55,89,1,953,35,1,281
1.55,8,45,58,0,1516,4,0,482
1.92,20,71,110,1,1755,35,0,695
1.96,6,38,92,1,2351,2,1,789
1.85,3,23,85,0,3784,48,2,306
1.94,3,43,67,1,1463,14,3,376
1.54,8,76,70,0,1529,17,0,572
1.95,16,31,99,1,1094,28,2,459
1.79,14,72,70,0,1230,49,1,319
1.72,11,65,45,0,1366,39,2,819
1.84,0,70,110,1,1773,41,2,626
1.62,18,75,76,0,3435,46,2,614
1.65,12,68,68,0,1925,20,2,468
1.79,21,34,78,0,1062,45,2,267
1.82,11,64,84,0,1849,47,2,526
1.8,12,58,64,0,1083,49,2,175
1.67,13,18,52,1,1459,25,1,103
1.62,2,31,86,0,2255,29,2,435
1.73,21,64,67,0,1519,24,3,354
1.76,18,18,69,1,1228,7,0,692
1.75,8,21,87,0,2852,6,3,119
1.8,7,38,87,0,5614,38,0,126
1.92,26,20,78,1,1658,55,1,557
1.86,23,38,98,1,1388,53,0,410
1.76,22,29,75,1,1882,55,1,452
1.84,26,79,54,0,1516,33,1,527
1.66,4,31,80,1,1118,46,3,515
1.74,7,33,73,0,3490,49,0,825
1.89,6,34,53,1,1350,59,0,827
1.66,16,51,51,0,2859,49,1,974
1.61,3,42,95,1,1589,54,0,760
1.53,10,70,73,0,2792,19,3,411
1.54,3,43,85,0,1935,49,1,335
1.52,5,26,80,0,1006,28,3,397
1.98,11,73,59,1,1451,29,2,512
1.56,15,68,78,0,1795,11,1,425
1.87,17,77,73,1,1340,38,2,724
1.78,6,60,57,0,1403,12,1,739
1.69,7,47,90,0,1882,6,0,513
1.62,16,57,74,0,1107,21,1,747
1.63,3,63,103,1,4827,18,1,678
1.66,26,37,59,0,1458,32,2,193
1.68,18,68,100,1,1469,25,1,640
1.56,16,36,90,0,1957,33,0,388
1.6,23,67,81,0,1451,26,2,201
1.81,22,76,59,0,5776,38,0,443
1.75,2,49,63,0,1456,19,2,700
1.61,1,52,48,0,4026,48,2,584
1.65,1,29,104,1,2358,52,2,82
1.54,6,59,68,0,1806,48,1,335
1.62,23,61,64,0,1425,37,2,361
1.56,24,42,60,0,1551,50,1,573
1.91,20,20,102,1,1464,11,3,33
1.76,15,37,51,0,1818,58,1,306
1.89,12,73,81,1,1538,16,1,731
1.83,6,61,81,0,5714,34,1,123
1.79,12,31,76,0,1512,1,3,645
1.57,15,26,50,0,1506,58,1,280
1.85,15,56,74,1,1990,3,2,850
1.7,2,44,67,0,1641,33,2,624
1.75,25,41,81,1,1846,33,3,383
1.7,5,30,89,1,1334,58,0,844
1.6,8,72,67,1,1321,43,1,688
1.62,23,38,80,1,2673,30,3,296
1.66,13,37,56,0,1644,41,3,604
1.77,16,75,81,1,3762,36,1,644
1.87,5,74,88,1,2137,48,0,798
1.73,14,71,83,0,1026,51,0,521
1.95,11,37,86,1,1407,3,1,856
1.93,3,70,107,1,1383,15,2,427
1.55,9,59,45,0,2090,38,0,358
1.7,13,79,52,1,1852,34,1,521
1.72,12,45,61,0,950,8,1,685
1.68,6,29,67,0,1597,26,1,455
1.71,7,22,65,1,1489,33,0,518
1.8,19,22,75,0,1446,27,2,879
1.62,9,36,81,0,1640,52,0,662
1.87,24,61,79,1,1364,53,0,532
1.75,6,24,66,1,1350,3,1,706
1.7,16,24,59,1,1251,59,0,252
1.66,24,69,87,0,2332,12,3,622
1.52,23,65,72,0,2787,27,0,707
1.83,0,78,101,1,1557,30,2,362
1.94,7,38,50,1,1593,11,1,316
1.89,8,34,93,1,5682,3,0,81
1.58,15,54,61,0,1424,55,2,566
1.72,12,48,107,1,1724,47,1,861
1.82,8,60,69,0,1148,33,1,488
1.64,11,70,85,1,1453,11,0,228
1.8,4,38,84,1,2427,14,1,446
1.76,23,57,108,1,1586,38,3,299
1.54,11,40,85,0,2026,17,1,420
1.75,7,78,65,0,1332,27,2,296
1.79,24,39,67,0,1151,56,0,285
1.97,13,42,77,1,2041,26,3,331
1.82,1,54,55,1,4276,5,1,336
1.81,20,41,58,0,1425,45,2,304
1.74,7,67,82,0,1394,38,2,421
1.59,10,44,73,0,1445,46,0,353
1.69,21,53,85,0,1685,28,1,596
1.68,25,71,82,1,1785,45,1,931
1.67,24,61,89,1,1698,33,0,536
1.69,14,74,110,1,1716,31,0,410
1.61,20,48,61,1,1582,29,0,297
1.81,5,67,108,1,6917,59,1,260
1.85,1,40,81,0,2076,46,0,272
1.68,24,67,73,0,1317,51,0,183
1.84,6,72,65,0,2855,5,0,623
1.58,26,68,64,0,1110,50,1,694
1.88,8,30,99,1,1186,25,0,465
1.98,24,49,71,1,1123,51,2,496
1.89,8,49,61,1,3664,42,1,299
1.58,7,56,66,0,1655,33,1,436
1.93,21,60,99,1,1649,47,0,743
1.57,12,62,76,0,1986,9,3,288
1.66,11,19,73,0,949,26,0,724
1.5,3,68,85,0,1477,49,1,626
1.71,12,51,81,0,2069,54,2,729
1.79,1,44,68,0,2030,28,0,546
1.63,24,23,62,0,2613,37,0,876
1.91,6,29,74,1,1490,16,0,421
1.67,26,22,56,1,2007,3,1,290
1.53,11,42,58,0,1263,47,1,345
1.66,23,44,64,0,3980,1,0,330
1.95,6,52,78,1,1360,7,3,134
1.76,7,45,56,0,1312,18,1,705
1.64,23,64,110,1,1412,45,3,323
1.84,17,76,56,0,1386,37,2,751
1.67,3,35,72,1,1416,48,3,196
1.6,2,51,92,1,1051,38,0,414
1.5,13,22,83,0,1052,27,0,843
1.55,16,24,57,0,1415,36,1,610
1.87,23,73,68,1,1701,38,0,294
1.87,9,73,83,1,1169,7,3,660
1.51,4,56,45,0,2065,10,2,365
1.72,6,71,80,1,2069,1,1,340
1.74,11,22,69,0,2844,18,1,568
1.66,17,79,81,0,1419,49,0,205
1.69,10,74,56,1,3040,12,3,587
1.94,13,58,103,1,1099,38,0,257
1.71,10,33,73,0,1364,57,2,405
1.7,25,22,53,1,1914,45,3,609
1.61,8,63,90,1,1142,45,0,398
1.63,4,18,69,0,3632,15,0,625
1.57,12,51,72,0,1019,17,1,694
1.67,4,56,70,0,1436,13,0,397
1.61,18,36,88,0,4437,5,0,692
1.86,17,20,108,1,2073,37,0,582
1.72,14,75,56,0,1891,11,1,438
1.93,8,66,101,1,3232,47,0,387
1.98,8,49,85,1,1113,15,2,588
1.62,11,75,89,1,3514,38,1,705
1.95,11,62,75,1,1106,21,1,339
1.72,17,19,51,0,1682,6,0,387
1.83,17,24,80,0,1526,9,3,791
1.71,25,67,48,0,1449,20,1,832
2,7,71,92,1,1492,54,0,263
1.67,12,46,81,1,1340,24,0,444
1.52,7,75,56,0,1598,19,1,259
1.74,17,52,106,1,1477,3,3,853
1.79,11,59,72,0,1419,5,2,477
1.59,10,54,85,0,4417,38,3,34
1.63,14,34,76,0,1471,17,2,690
1.56,14,32,53,0,1464,50,1,864
1.73,14,25,79,0,1645,13,2,591
1.67,1,34,71,0,1455,18,3,231
1.73,18,73,72,0,1066,26,1,852
1.57,7,25,66,0,4712,13,0,263
1.67,4,63,73,0,1261,17,1,691
1.73,2,67,64,1,1410,39,0,327
1.96,11,26,81,1,1203,3,2,313
1.74,13,55,55,0,1237,33,0,295
1.68,6,63,79,0,1939,32,2,645
1.79,19,63,75,0,1432,25,2,719
1.71,24,71,48,0,1649,38,2,539
1.78,10,72,45,0,1421,17,2,563
1.6,6,79,52,1,1672,34,1,644
1.61,17,46,46,0,1485,50,1,203
1.77,22,46,94,1,1863,41,0,76
1.85,15,25,81,1,1630,17,2,18
1.96,13,66,79,1,4118,2,3,236
2,23,60,53,1,1236,47,0,283
1.89,16,54,75,1,1337,57,2,408
1.71,20,61,92,1,1120,1,1,138
1.95,5,73,62,1,1663,18,0,394
1.64,20,65,70,1,3209,39,3,319
1.59,24,46,48,0,3757,11,3,720
1.61,5,57,86,0,1789,53,0,364
1.64,22,29,63,0,1430,42,0,713
1.79,15,45,63,0,2009,46,2,336
1.6,8,31,91,1,1321,39,2,257
1.99,26,54,85,1,3818,52,1,985
1.96,23,27,85,1,1943,45,1,376
1.76,24,18,53,1,1411,4,2,489
1.95,6,49,95,1,1430,47,0,737
1.54,20,59,63,0,1084,1,2,856
1.61,26,31,65,1,1402,3,1,448
1.64,5,33,76,0,1969,21,3,521
1.64,21,62,90,0,4317,9,2,359
1.74,4,51,69,0,989,31,3,716
1.83,19,24,46,0,2848,11,3,118
1.72,2,78,62,1,940,16,1,580
1.77,13,38,61,0,2126,57,0,577
1.59,18,74,72,0,3298,9,2,360
1.71,4,78,47,0,3060,46,0,698
1.74,23,35,60,0,1697,56,0,273
1.72,3,23,103,1,1009,17,0,719
1.91,22,60,75,1,1501,27,1,742
1.74,14,26,81,1,1061,57,3,613
1.81,9,52,85,0,1401,22,2,540
1.81,14,33,97,1,1177,32,1,649
1.72,8,74,109,1,1837,59,0,799
1.69,14,30,58,0,1593,2,0,217
1.74,1,34,55,0,1770,7,1,481
1.79,3,47,99,1,1312,42,0,183
1.51,17,41,73,0,1206,2,3,948
1.74,5,64,59,0,1330,35,2,302
1.61,1,42,55,0,3124,18,1,358
1.51,15,67,72,0,1180,23,2,442
1.72,21,73,61,0,2638,33,0,449
1.72,16,53,61,1,999,4,1,293
1.54,12,56,82,0,1590,12,0,563
1.98,20,64,98,1,1294,4,2,520
1.82,18,56,80,0,1742,39,0,425
1.62,15,54,64,0,1701,56,1,696
1.97,26,72,64,1,5616,4,1,303
1.78,15,31,108,1,1567,23,0,371
1.73,0,74,46,0,1119,4,1,447
1.72,16,35,110,1,1184,25,1,434
1.8,3,35,94,1,1607,53,0,484
1.79,22,20,47,0,1320,8,1,702
1.83,1,45,72,0,2323,39,3,606
1.87,23,32,77,1,1133,23,3,448
1.72,9,40,75,0,1777,25,0,660
1.74,5,57,98,1,4224,59,0,691
1.75,0,39,53,1,1049,32,0,47
1.78,16,80,109,1,980,3,3,528
1.74,23,36,51,0,1435,10,0,108
1.7,9,48,46,0,1202,5,0,286
1.61,24,31,61,1,1047,11,1,514
1.89,12,41,103,1,1934,21,3,520
1.84,2,61,65,0,1815,34,0,327
1.66,26,72,82,0,1023,12,3,612
1.52,14,65,72,0,3006,15,0,627
1.9,12,30,102,1,1785,3,2,648
1.83,23,33,80,1,1022,25,2,15
1.82,12,19,109,1,3096,21,1,723
